"Date","Ref/Check","Description","Amount","Balance","Memo","Category"
10/09/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",4801,5826.98,,
10/09/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-58.26,5768.72,,
10/09/2015,,"Daily Ledger Bal",,5768.72,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-8.98,5759.74,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-1200.86,4558.88,,
10/13/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-3653.11,905.77,,
10/13/2015,,"Daily Ledger Bal",,905.77,,
10/15/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1001,1906.77,,
10/15/2015,,"Analysis Charge "09 2015 Charge"",-11.19,1895.58,,
10/15/2015,,"Daily Ledger Bal",,1895.58,,
10/16/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",4001,5896.58,,
10/16/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-58.26,5838.32,,
10/16/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-1000,4838.32,,
10/16/2015,,"Daily Ledger Bal",,4838.32,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-7.54,4830.78,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-955.25,3875.53,,
10/19/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-3127.58,747.95,,
10/19/2015,,"Daily Ledger Bal",,747.95,,
10/21/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",1001,1748.95,,
10/21/2015,,"Daily Ledger Bal",,1748.95,,
10/22/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-1004,744.95,,
10/22/2015,,"Daily Ledger Bal",,744.95,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-33.33,711.62,,
10/23/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-58.26,653.36,,
10/23/2015,,"Daily Ledger Bal",,653.36,,
10/26/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",4001,4654.36,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-7.18,4647.18,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-879.73,3767.45,,
10/26/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-3003.93,763.52,,
10/26/2015,,"Daily Ledger Bal",,763.52,,
10/29/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",2001,2764.52,,
10/29/2015,,"Daily Ledger Bal",,2764.52,,
10/30/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",4001,6765.52,,
10/30/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-58.26,6707.26,,
10/30/2015,,"ACH Payment CAPITAL ONE ONLINE PMT",-2000,4707.26,,
10/31/2015,,"Accr Earning Pymt Added to Account",.6,4707.86,,
10/31/2015,,"Daily Ledger Bal",,4707.86,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-7.42,4700.44,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-930.9,3769.54,,
11/02/2015,,"ACH Payment ADP TX/FINCL SVC ADP - TAX",-3100.81,668.73,,
11/02/2015,,"Daily Ledger Bal",,668.73,,
11/03/2015,,"ACH Deposit ADP PAYROLL FEES ADP - FEES",200,868.73,,
11/03/2015,,"Daily Ledger Bal",,868.73,,
11/06/2015,,"IB Transfer Deposit IB TR FROM ACCT *3068 Transfer Online to D",4701,5569.73,,
11/06/2015,,"ACH Payment ADP PAYROLL FEES ADP - FEES",-58.26,5511.47,,
11/06/2015,,"Daily Ledger Bal",,5511.47,,
